bmu_id,ngc_bmu_id,bmUnitName,fuelType,bmUnitType,productionOrConsumptionFlag,generationCapacity,leadPartyName,gspGroupName,interconnectorId,category,mapped
T_DBAWO-3,DBAWO-3,Dogger Bank A Offshore WF 3,WIND,T,P,302.800,Doggerbank OWF Project 1,,,displayable,False
T_DBAWO-4,DBAWO-4,Dogger Bank A Offshore WF 4,WIND,T,P,152.600,Doggerbank OWF Project 1,,,displayable,False
T_DBAWO-5,DBAWO-5,Dogger Bank A Offshore WF 5,WIND,T,P,138.200,Doggerbank OWF Project 1,,,displayable,False
T_DBBWO-1,DBBWO-1,Dogger Bank B Offshore WF 1,WIND,T,P,302.400,Doggerbank OWF Project 2,,,displayable,False
T_DBBWO-2,DBBWO-2,Dogger Bank B Offshore WF 2,WIND,T,P,304.400,Doggerbank OWF Project 2,,,displayable,False
T_DBBWO-3,DBBWO-3,Dogger Bank B Offshore WF 3,WIND,T,P,302.300,Doggerbank OWF Project 2,,,displayable,False
T_DBBWO-4,DBBWO-4,Dogger Bank B Offshore WF 4,WIND,T,P,152.200,Doggerbank OWF Project 2,,,displayable,False
T_DBBWO-5,DBBWO-5,Dogger Bank B Offshore WF 5,WIND,T,P,138.700,Doggerbank OWF Project 2,,,displayable,False
T_DDGNO-1,DDGNO-1,Dudgeon Generator BMU 1,WIND,T,P,108.000,Dudgeon Offshore Wind Ltd,,,displayable,False
T_DDGNO-2,DDGNO-2,Dudgeon Generator BMU 2,WIND,T,P,90.000,Dudgeon Offshore Wind Ltd,,,displayable,False
T_DDGNO-3,DDGNO-3,Dudgeon Generator BMU 3,WIND,T,P,102.000,Dudgeon Offshore Wind Ltd,,,displayable,False
T_DDGNO-4,DDGNO-4,Dudgeon Generator BMU 4,WIND,T,P,102.000,Dudgeon Offshore Wind Ltd,,,displayable,False
T_DNLWW-1,DNLWW-1,Dunlaw Extension,WIND,T,P,29.750,SP Renewables (UK) Limited,,,displayable,False
T_DOUGW-1,DOUGW-1,T-DOUGW-1,WIND,T,P,45.000,Erova Energy Limited,,,displayable,False
T_DRSLW-1,DRSLW-1,Dersalloch Windfarm,WIND,T,P,70.900,SP Renewables (UK) Limited,,,displayable,False
T_DUNGW-1,DUNGW-1,Dunmglass Windfarm 1,WIND,T,P,100.000,Dunmaglass Wind Farm Limited,,,displayable,False
T_EDINW-1,EDINW-1,Edinbane Windfarm,WIND,T,P,41.400,Vattenfall Wind Power Ltd,,,displayable,False
T_FALGW-1,FALGW-1,Fallago Rig Wind Farm,WIND,T,P,144.000,Fallago Rig Wind Farm Limited,,,displayable,False
T_FSDLW-1,FSDLW-1,Freasdail Wind Farm,WIND,T,P,22.200,Freasdail Energy Limited,,,displayable,False
T_GANW-11,GAOFO-1,Galloper OSP 11,WIND,T,P,88.000,Galloper Offshore WindFarm Ltd,,,displayable,False
T_GANW-22,GAOFO-2,Galloper OSP 22,WIND,T,P,385.820,Galloper Offshore WindFarm Ltd,,,displayable,False
T_GANW-13,GAOFO-3,Galloper OSP 13,WIND,T,P,88.000,Galloper Offshore WindFarm Ltd,,,displayable,False
T_GANW-24,GAOFO-4,Galloper OSP 24,WIND,T,P,88.000,Galloper Offshore WindFarm Ltd,,,displayable,False
T_GLWSW-1,GLWSW-1,Galawhistle Wind Farm,WIND,T,P,55.200,GALAWHISTLE WIND FARM,,,displayable,False
T_GORDW-1,GORDW-1,Gordon Bush,WIND,T,P,86.764,SSE Generation Ltd,,,displayable,False
T_GORDW-2,GORDW-2,Gordonbush WF Extension,WIND,T,P,58.733,SSE Generation Ltd,,,displayable,False
T_GRAI-6,GRAI-6,T_GRAI-6,CCGT,T,P,468.000,Uniper UK Limited,,,displayable,False
T_GRAI-7,GRAI-7,T_GRAI-7,CCGT,T,P,468.000,Uniper UK Limited,,,displayable,False
T_GRAI-8,GRAI-8,T_GRAI-8,CCGT,T,P,468.000,Uniper UK Limited,,,displayable,False
T_GRAI1G,GRAI1G,T_GRAI1G,OCGT,T,P,30.000,Uniper UK Limited,,,displayable,False
T_GRAI4G,GRAI4G,T_GRAI4G,OCGT,T,P,28.770,Uniper UK Limited,,,displayable,False
T_GRGBW-1,GRGBW-1,Greater Gabbard Module 1,WIND,T,P,240.000,Greater Gabbard Offshore Winds,,,displayable,False
T_GRGBW-2,GRGBW-2,Greater Gabbard Module 2,WIND,T,P,240.000,Greater Gabbard Offshore Winds,,,displayable,False
T_GRGBW-3,GRGBW-3,Greater Gabbard Module 3,WIND,T,P,240.000,Greater Gabbard Offshore Winds,,,displayable,False
T_GYMR-15,GYMRO-15,GyM OSPE 15,WIND,T,P,148.000,Gwynt y Mor Offshore Wind Farm,,,displayable,False
T_GYMR-17,GYMRO-17,GyM OSPE 17,WIND,T,P,148.000,Gwynt y Mor Offshore Wind Farm,,,displayable,False
T_GYMR-26,GYMRO-26,GyM OSPW 26,WIND,T,P,148.000,Gwynt y Mor Offshore Wind Farm,,,displayable,False
T_GYMR-28,GYMRO-28,GyM OSPW 28,WIND,T,P,148.000,Gwynt y Mor Offshore Wind Farm,,,displayable,False
T_HALSW-1,HALSW-1,Halsary Windfarm,WIND,T,P,30.000,SP Renewables (UK) Limited,,,displayable,False
E_HBHDW-1,HBHDW-1,HARBURNHEADWF,WIND,E,P,51.700,LDV Harburnhead Ltd,South Scotland,,displayable,False
T_HIRWN-1,HIRWN-1,Hirwaun 1,OCGT,T,P,299.000,Hirwaun Power Limited,,,displayable,False
T_HOWAO-1,HOWAO-1,HORNSEA_1A,WIND,T,P,400.000,Hornsea 1 Limited,,,displayable,False
T_HOWAO-2,HOWAO-2,HORNSEA_1B,WIND,T,P,400.000,Hornsea 1 Limited,,,displayable,False
T_HOWAO-3,HOWAO-3,HORNSEA_1C,WIND,T,P,400.000,Hornsea 1 Limited,,,displayable,False
T_HOWBO-1,HOWBO-1,HORNSEA_WF_2A,WIND,T,P,440.000,Breesea Limited,,,displayable,False
T_HOWBO-2,HOWBO-2,HORNSEA_WF_2B,WIND,T,P,440.000,Sonningmay Wind Limited,,,displayable,False
T_HOWBO-3,HOWBO-3,HORNSEA_WF_2C,WIND,T,P,440.000,Soundmark Wind Limited,,,displayable,False
T_HUMR-1,HUMR-1,HUMR-1,CCGT,T,P,1283.000,VPI Immingham LLP,,,displayable,False
T_HUNB-7,HUNB-7,Hunterston B Generator 7,NUCLEAR,T,P,510.000,EDF Energy Nuclear Generation,,,displayable,False
T_HUNB-8,HUNB-8,Hunterston B Generator 8,NUCLEAR,T,P,510.000,EDF Energy Nuclear Generation,,,displayable,False
T_KENNW-1,KENNW-1,Kennoxhead Wind Farm,WIND,T,P,60.000,Kennoxhead Wind Farm Limited,,,displayable,False
T_KILBW-1,KILBW-1,KILBW,WIND,T,P,68.510,Kilbraur Wind Energy Ltd,,,displayable,False
T_KILLPG-1,KILLPG-1,T_KILLPG-1,CCGT,T,P,311.000,Uniper UK Limited,,,displayable,False
T_KILLPG-2,KILLPG-2,T_KILLPG-2,CCGT,T,P,316.000,Uniper UK Limited,,,displayable,False
T_KLGLW-1,KLGLW-1,Kilgallioch Windfarm,WIND,T,P,228.000,SP Renewables (UK) Limited,,,displayable,False
T_KPMRW-1,KPMRW-1,KYPE MUIR WIND FARM,WIND,T,P,89.000,OnPath Energy Limited,,,displayable,False
T_KYPEW-1,KYPEW-1,KYPE MUIR EXT WIND FARM,WIND,T,P,67.000,Kype Extension Wind Farm Ltd,,,displayable,False
T_LIMKW-1,LIMKW-1,Limekiln Wind Farm,WIND,T,P,106.000,Limekiln Extension Ltd,,,displayable,False
T_MILWW-1,MILWW-1,MILWW,WIND,T,P,65.000,Millennium Wind Energy Ltd,,,displayable,False
T_MOWWO-1,MOWWO-1,Moray West OWF1,WIND,T,P,215.000,Moray Offshore Wind West Ltd,,,displayable,False
T_MOWWO-2,MOWWO-2,Moray West OWF2,WIND,T,P,215.000,Moray Offshore Wind West Ltd,,,displayable,False
T_MOWWO-3,MOWWO-3,Moray West OWF3,WIND,T,P,143.000,Moray Offshore Wind West Ltd,,,displayable,False
T_MOWWO-4,MOWWO-4,Moray West OWF4,WIND,T,P,287.000,Moray Offshore Wind West Ltd,,,displayable,False
T_MYGPW-1,MYGPW-1,Minnygap Wind Farm,WIND,T,P,25.000,Minnygap Energy Limited,,,displayable,False
E_PIBUW-1,PIBUW-1,Pines Burn Wind Farm,WIND,E,P,36.000,Npower Commercial Gas Limited,South Scotland,,displayable,False
T_PNYCW-1,PNYCW-1,PNYCW-1 Export,WIND,T,P,228.000,Pen y Cymoedd Wind Farm LTD,,,displayable,False
T_RMPNO-1,RMPNO-1,Rampion Offshore Wind BMU 1,WIND,T,P,200.100,Rampion Offshore Windfarm Ltd,,,displayable,False
T_RMPNO-2,RMPNO-2,Rampion Offshore Wind BMU 2,WIND,T,P,200.100,Rampion Offshore Windfarm Ltd,,,displayable,False
T_RREW-1,RREW-1,T_RREW-1,WIND,T,P,114.293,RWE Renewables UK Robin Rigg,,,displayable,False
T_RRWW-1,RRWW-1,T_RRWW-1,WIND,T,P,90.838,RWE Renewables UK Robin Rigg,,,displayable,False
T_SANQW-1,SANQW-1,SANQUHAR,WIND,T,P,32.080,SANQUHAR CWCL,,,displayable,False
T_SEEL-1,SEEL-1,Spalding Energy Expansion Ltd,OCGT,T,P,300.000,Spalding Energy Expansion Ltd,,,displayable,False
T_SGRWO-1,SGRWO-1,Seagreen1 Offshore WF 1,WIND,T,P,358.000,Seagreen Wind Energy Limited,,,displayable,False
T_SGRWO-2,SGRWO-2,Seagreen1 Offshore WF 2,WIND,T,P,220.000,Seagreen Wind Energy Limited,,,displayable,False
T_SGRWO-3,SGRWO-3,Seagreen1 Offshore WF 3,WIND,T,P,374.618,Seagreen Wind Energy Limited,,,displayable,False
T_SGRWO-4,SGRWO-4,Seagreen1 Offshore WF 4,WIND,T,P,140.000,Seagreen Wind Energy Limited,,,displayable,False
T_SGRWO-5,SGRWO-5,Seagreen1 Offshore WF 5,WIND,T,P,300.000,Seagreen Wind Energy Limited,,,displayable,False
T_SGRWO-6,SGRWO-6,Seagreen1 Offshore WF 6,WIND,T,P,380.000,Seagreen Wind Energy Limited,,,displayable,False
T_STLGW-1,STLGW-1,Stronelairg Windfarm 1,WIND,T,P,108.000,Stronelairg Windfarm Limited,,,displayable,False
T_STLGW-2,STLGW-2,Stronelairg Windfarm 2,WIND,T,P,108.000,Stronelairg Windfarm Limited,,,displayable,False
T_STLGW-3,STLGW-3,Stronelairg Windfarm 3,WIND,T,P,108.000,Stronelairg Windfarm Limited,,,displayable,False
T_TDBNW-1,TDBNW-1,Toddleburn,WIND,T,P,31.600,SSE Generation Ltd,,,displayable,False
T_THUPG-1,THUPG-1,T_THUPG-1,OTHER,T,P,180.000,THURROCK POWER LIMITED,,,displayable,False
T_TKNWW-1,TKNWW-1,Triton Knoll OSP west 1,WIND,T,P,412.000,Triton Knoll Offshore Wind,,,displayable,False
E_TULWW-1,TULWW-1,Tullo Windfarm,WIND,E,P,17.000,Eneco Energy Trade,North Scotland,,displayable,False
T_TWSHW-1,TWSHW-1,Twenty Shilling Wind Farm,WIND,T,P,37.800,Twentyshilling Limited,,,displayable,False
T_USKMB-2,USKMB-2,UES Asset 1 limited BMU1 BESS1,OTHER,T,P,57.500,UES Asset 1 Limited,,,displayable,False
T_USKMB-3,USKMB-3,UES Asset 1 limited BMU1 BESS2,OTHER,T,P,57.500,UES Asset 1 Limited,,,displayable,False
T_VKNGW-1,VKNGW-1,Viking Energy Windfarm BMU-1,WIND,T,P,121.800,Viking Energy Wind Farm LLP,,,displayable,False
T_VKNGW-2,VKNGW-2,Viking Energy Windfarm BMU-2,WIND,T,P,121.800,Viking Energy Wind Farm LLP,,,displayable,False
T_VKNGW-3,VKNGW-3,Viking Energy Windfarm BMU-3,WIND,T,P,121.800,Viking Energy Wind Farm LLP,,,displayable,False
T_VKNGW-4,VKNGW-4,Viking Energy Windfarm BMU-4,WIND,T,P,121.800,Viking Energy Wind Farm LLP,,,displayable,False
T_WHILW-1,WHILW-1,T_WHILW-1,WIND,T,P,309.000,SP Renewables (UK) Limited,,,displayable,False
